payment_id,commission_id,paid_on,method
642962fe-fbcf-44fd-a839-6b033499eb11,562b9ea7-cb60-4204-9dc8-b34dd06911b1,2024-03-07,CARD
693cc3c5-a595-4d0c-adaf-76de6381f31a,c936e883-541e-43d2-b478-1a709f2057da,2024-04-20,BANK_TRANSFER
10b56dc6-f831-4221-a84c-36e3dcfaecb8,0b2498a0-abf7-43ca-b5f7-aaeecc73fc05,2024-11-14,CARD
994342bd-2fc2-4e78-b4c2-4ff86a5af201,26f15e72-fade-4a53-9601-ad49156912b3,2024-03-14,CARD
52da055b-2e06-4556-957c-54811d02fac5,6d5a6f81-ec54-40d5-bb93-0758f54a2f1a,2024-11-06,BANK_TRANSFER
dadca0ee-9570-41a9-a4fd-764c9d5d53e5,768ce00b-94fd-4762-90ab-08732018a33d,2024-09-11,BANK_TRANSFER
addb59c4-93cf-4066-a5da-484ff71da239,b7f8a2f6-c053-4457-aed8-d968010390cc,2024-02-18,CASH
156e08aa-b906-4eac-8a16-c3b449eedfee,c9c9b4cf-df2b-4a01-b1ed-e996912043d5,2024-10-19,BANK_TRANSFER
69702067-ac6c-4605-b77b-7676b4b7e313,b3b2bc97-9fb5-4378-8f27-bf3a32dd013e,2024-05-07,CARD
39cc88e7-8800-4d2f-83cd-fe24b71db723,9b156e62-8e30-4fae-bca6-72c52fd2ed72,2024-02-01,CARD
6b564724-712c-49a9-942d-8f51192d1f2e,8166de33-8936-42e3-9ad6-851b3ef1195d,2024-11-20,BANK_TRANSFER
d456bfd5-48b6-4f25-ad67-ed8fc1b98c0f,5991beae-e0c8-41c5-8929-803039c0b69b,2024-12-05,BANK_TRANSFER
23b921c8-68cc-4c57-bb7a-f4ca41b6aa0a,e9ab4c86-df90-4ec3-b19a-91e6593c3201,2024-03-31,CASH
9bf53891-e89e-4f7b-b0f1-63dcea71478a,433d028e-9821-4c92-a58f-567df8ce6689,2024-01-25,BANK_TRANSFER
cd7cb50c-db2e-4142-8d38-004b84ccccee,2ad93a23-edab-4380-a8d2-73948d7c1498,2024-07-26,CASH
5d525245-ba4c-4608-a12f-1f7a399cf3b0,12e44417-91b8-4615-ab2a-46bbe872fb35,2024-12-25,CARD
5dc0324b-44d7-4163-8019-39a0d87016d2,0a34f9cc-e5a7-4652-b6e4-433cc2a5363d,2024-02-08,BANK_TRANSFER
1dfa2c0b-0b6a-49c5-a836-8f724c45998a,b696cec3-1f0f-481d-9b8f-1b76e1eaaee4,2024-12-26,CASH
763a77dd-2ccc-4f01-a023-33fd996de45a,d1f389fa-f84c-471a-bb1a-a26a10a50a91,2024-02-04,BANK_TRANSFER
5bf6bda1-2c12-4e29-8055-11f6993e99a8,f24daaad-23e2-4d68-90cc-a91769b38bba,2024-07-08,CASH
7da372a1-4da5-4cf0-91d7-07df5c1f1f80,4d74143d-843c-4bcf-8c08-1e1ec5da244e,2024-02-18,CASH
ec76fc71-a85f-456e-84fc-e5c88490bbc1,716748ef-67f2-41f7-b63e-b8a0aa3d6f37,2024-08-13,BANK_TRANSFER
6509b894-dd1b-4d76-93b2-65691fdd3de1,f31d01af-7b09-470d-a8cc-24ea2f4bacd0,2024-08-17,BANK_TRANSFER
4083da1a-71a1-4963-88df-701ee53a3498,0866946a-95f2-47c6-8ef7-52c77f396401,2024-08-04,CARD
0306078e-9b5b-43a8-b494-bb946419ee15,e784800c-9183-4bbc-a740-e1e2302d776a,2024-06-03,CASH
a7ca3cda-1874-492f-aede-b01ef1b8beb9,ec490f2e-4cb5-44bd-a6be-2fecba0ce030,2024-09-10,CASH
0ec70aa2-fb1e-458c-aaa0-0c1c4c6242aa,d7ca19fd-8f7f-4268-b828-bedcab683a99,2024-07-04,BANK_TRANSFER
c32ed8fc-e34e-4fed-9439-68c7d75bdcbb,92653e6f-260c-47b7-871e-0a9a25faf663,2024-04-11,CARD
30845712-ebf5-49a3-8904-1a9ab10bf51c,06be0d6c-ae1d-44af-928a-2b394980dbf0,2024-11-09,CARD
639e2984-8070-4483-a252-dd6e7118969d,7ca8e7bc-efdf-4fbe-99c1-7b5aece6ee76,2024-04-28,CARD
b82d0c2f-d62a-4960-83e1-4685a8a17c7c,81fb5c4c-ac55-4b7e-8859-6a90cbb6b6fd,2024-07-02,CASH
a426224d-15fb-4e5e-9b63-59280b8d736c,5619994a-569d-470f-a613-75b5e983515b,2024-08-17,CARD
2220ff78-634d-4730-b181-45591f19f4d2,11ea5d7f-302c-4a3e-beee-71e9decc021d,2024-10-10,CASH
f8331926-81a8-4738-bcf0-b557f74a188f,32caa7e7-b14f-4a6d-8e5d-7066049e9ec8,2024-12-23,BANK_TRANSFER
ac0c7eb3-ea1f-45be-92e4-6235fb09e2a7,411d0a45-d8ab-4d7f-9c6e-5befa590e113,2024-03-05,CARD
99eb6c2e-1b15-4f4d-ab57-7f7207f44e28,e0647be4-2f24-42f9-b327-a4bdbdf05249,2024-06-15,CARD
9a162375-7a4b-49a6-ae2d-1dda28de724f,dcb3df89-8b34-421e-867b-6dc67094513a,2024-06-09,CARD
90b3c701-d381-4b6e-987a-e76bc2ce3121,c4f75713-ab07-4f46-9150-8f64044705c6,2024-11-10,CASH
5169f4b7-4c76-4bf8-9019-5a8eaaff398f,c8ca0ccc-4990-494e-92f8-5d4f46c423db,2024-02-22,CARD
44919661-9cfa-4b73-9359-2d93abed9b09,cd853d29-b68e-41a8-82d7-27bfd9329d31,2024-09-17,CASH
ba61a9d6-b94c-4cc0-a18c-06495f9887db,9cd74c43-8d9f-4cf3-a9d8-f80e5203c741,2024-01-17,BANK_TRANSFER
58b1a4ff-b1e4-44e5-9649-439990ad2511,d570f092-3f64-49c8-9771-69e0bf4dae6b,2024-08-01,CARD
a3bcf2f5-824a-4449-8c31-fafdb02d978c,f1ba4c20-5e36-4d6e-92f2-6e03c17087e8,2024-08-06,CARD
dc7bc9ab-801f-4074-af29-bb970e51f1f2,e1e17721-5de2-4808-8285-dc2752bbacad,2024-11-04,BANK_TRANSFER
7ed7cd9e-8926-4a8f-aa54-f9cbca28be57,224f291a-1c8c-435f-8230-14ddd6a060d8,2024-10-06,CARD
68a57c8b-f432-4334-8317-c4a381e7154b,b3d3f052-a8f9-4ec1-ae35-1398ef19e802,2024-04-28,CARD
400da800-f4a9-40b9-a5d5-1246e5afb2a9,391aada5-05ba-4ce8-bfb1-5ccc68b99ffa,2024-11-25,CARD
8b438c64-94f9-405a-9948-91ee83ae43b2,f1d5454e-683c-4f78-8662-0bf1ab1be61b,2024-10-01,CARD
f99b41c7-94bd-4632-8a33-19ff1c511743,36f7ea24-da7d-4401-b816-587780daea5f,2024-09-17,CARD
b2f4ec1f-3d35-4414-ae8c-73b88d6f0a3a,400113a1-2a73-44be-95e3-9e9cb0e2109d,2024-11-28,BANK_TRANSFER
ea65da85-10a7-4c38-8c3d-12bab11f2310,411e6c9e-c1c3-444a-85fa-32c63239f4a7,2024-07-21,BANK_TRANSFER
e0dc6533-2fda-4519-924b-e5657ab02549,fbacb4ff-fdd6-45fb-921e-39ff443126fd,2025-01-03,CASH
ce8cb048-4307-4b2e-b13c-dd4574d109e2,1360e349-1219-486c-ba9a-3b5e1a6485c8,2025-01-29,BANK_TRANSFER
fb722cb5-7e95-470d-8069-a1f7ebdc8b44,d9475b84-9ef0-4f79-aa11-61dc48111bf9,2024-11-03,CARD
f3feb842-b62a-4793-bfde-95066e4c65dc,4dd0a3bc-514e-4177-840e-be51e4f23aa4,2024-12-31,CASH
109217cf-827f-4559-90c5-c5e7a2f5a14b,536a1114-27f5-45cb-9126-ab51b3bae9b3,2024-04-17,BANK_TRANSFER
e364b7bd-53e7-4b6b-b5fe-5fb7205d8062,4133561c-2506-47b2-86b3-e13d7d48772c,2024-05-28,CARD
ae9695ec-13f8-4413-a6f7-23c8ed994046,0731adb3-b11f-4075-8cf2-626dcee847ee,2024-01-13,BANK_TRANSFER
86510ab4-7c9c-4be6-8b2c-58041514e5b0,6d5a4ccf-930c-4352-b146-a9657aff6ced,2024-02-10,CARD
e00967da-7327-4f9c-9f3e-a272b1a7c122,4a1cfaeb-10e0-4915-8363-a886aa3de523,2024-01-18,CASH
a679c2d7-e781-4dbe-956f-b88083776fbd,aa046b0c-5076-43e5-a937-565438306a67,2024-08-30,BANK_TRANSFER
bb760011-0c22-49de-a4e4-9dca20bb66ff,24ec0e83-840b-4818-a176-1b13244cb9a9,2024-02-03,BANK_TRANSFER
9d2366f8-be23-4c9f-b025-db41d01373cf,7a28d6e7-0810-4e5e-be4e-4180605e7a88,2024-10-16,CARD
0b2bfc66-4c8c-4555-98b7-87f30ea32187,370e3693-9214-4f25-bfe5-d3ed53ce505f,2024-08-27,BANK_TRANSFER
487bf70c-f7ab-480c-8b05-aedb5fd416aa,a3ff7539-ff7f-4f3a-bc07-6ebbe0524cbd,2024-12-28,BANK_TRANSFER
852a688e-079f-4a4d-9feb-497d0ddf0f9b,2ca3af77-a211-4b3b-ab1c-81d9c0d5c27c,2024-09-14,CASH
e9c7f62e-8daf-424d-b869-d21efd2a1289,8ebd990f-fb5c-4a46-abb5-b46e708f883b,2024-12-22,BANK_TRANSFER
36668a85-bdb1-4fb0-b668-2992d9cd4843,1a8d3f5a-0c94-4509-b331-bceecd2e6d18,2024-12-04,BANK_TRANSFER
31f63712-fa03-4b00-8909-2620e0a42321,7a0b4455-3b90-45d0-8171-f3fb62cab244,2024-10-20,CARD
fc442768-67d6-4e63-82c0-1b01854b0134,66e1abbc-812b-46e4-abef-fe540f52e82b,2024-07-06,CASH
0bb8f35a-9610-4e6e-861d-9297a956f673,68d8dc6f-3b6d-437d-93da-955de308c139,2024-02-25,CARD
fe21084e-7a5b-4847-ab05-5d0feb4960b4,f83ac517-b4ee-473f-bd17-0883bcfba791,2024-01-12,CASH
4a2fad5c-9b2e-46e1-ab98-7541a4c6b699,b47be521-4265-412c-b19d-d735bb06d9d4,2024-04-27,BANK_TRANSFER
f7c6dcd1-49b6-4441-8679-0cb1716ede96,940926eb-ec9b-42cc-8a14-2cfb3ace084d,2024-10-30,BANK_TRANSFER
539cf080-efe7-4c05-acfe-767c852cbc74,ce2e65f3-aa38-4129-9008-886ff536dfe4,2024-07-24,CARD
85dff4e4-c8a1-4491-a54d-56888842d28b,53059681-f923-47dd-9009-c81d5d52733b,2025-01-22,CASH
721cf0da-1e4a-49d1-85bf-fa056275e0dc,2e6895de-930d-4db6-8c7c-635393724cd2,2024-02-29,CASH
ff290571-5019-4f8c-9b0a-f4ea57d39e48,9c56c204-e298-4c45-ac03-83f4720d86ec,2025-01-09,CARD
133ddf6a-b5ff-4612-b801-7d6b64b4f1ec,84078df8-0de2-40c4-a2d2-edd894da67be,2024-09-13,CARD
c8c30106-82fa-4c9a-957f-4901052eea19,c2841201-b623-4936-809c-2a0bc89fca0a,2024-12-03,CARD
2f5992de-d6df-4616-b769-d4567efa4a22,90ed075f-5ccb-429d-8d45-5aee8c33fa9d,2024-06-17,BANK_TRANSFER
20703c56-3cc3-4e5e-9753-84fa62e52f24,cd221848-7b15-47d4-93e8-b0daf6f05871,2024-03-01,BANK_TRANSFER
84fe8477-1bed-4c35-afbd-6a7b6332f703,24bc796d-2d0f-4232-b509-35abf34360e8,2024-05-28,CARD
a0ff7bb7-3a8e-43e5-b8b4-f1a56a33e63e,01a0fb61-caa6-4e8f-b192-4f0e0c14acb1,2024-10-27,BANK_TRANSFER
c83836c9-fa11-47a1-8b97-401a104cd3c9,3efdfa35-220c-415e-b771-a05665813b5b,2024-11-22,BANK_TRANSFER
495b107f-d1c4-4017-bc56-07636a10cbe3,b472d2f6-a8bc-48d6-81b4-4994c51d3ea7,2024-04-20,BANK_TRANSFER
7edd0d1d-15d6-4c13-b0ea-38851949bc87,8f42e5f2-db9a-4757-b0e8-690e953a321f,2024-06-30,CASH
8a9d3b75-0884-42e8-bdd4-66a16e445b8c,c9199124-4540-4b12-8909-7f4c17572d50,2024-12-09,BANK_TRANSFER
117c32e4-3ed2-46a3-9a5f-c2a48994fbf9,90660713-42b3-4472-977d-a2c780986a0f,2024-05-25,BANK_TRANSFER
c8cc5e77-9e7e-4e37-a055-ee699f75656a,4d796b1b-b303-496c-9699-223baa616fcd,2024-06-21,CASH
09e0bf0d-a72b-4b5d-9469-c4f594530997,16334328-409d-41a9-9027-5f49fc0538c3,2024-10-19,CASH
e9cda514-476b-428c-af20-3621297a95e4,115888e8-1276-4fca-8d7a-46a5f851a062,2024-01-02,CASH
718614b1-fc56-4784-88e5-cc75f7a8490e,fcf2715b-daac-4b11-9c1d-771845f3bc73,2025-01-30,BANK_TRANSFER
9f5a912a-cad4-481a-8441-4d2fb64c2abe,87dff370-2497-410d-a808-c3952e83a0cf,2024-11-04,BANK_TRANSFER
b292c61e-3617-4189-84f3-9c52390fd928,2607ec6c-1728-4a0c-95e3-2f2b1cf85a75,2025-01-14,CASH
6b97a03e-096a-41d9-92dd-1f44a055fb4c,4979c640-21d9-4518-8f15-aaa26cee1919,2024-06-05,BANK_TRANSFER
b26cd732-ea5c-4939-9231-02a28cf6d68f,54571593-aaac-47af-964b-58c683917cbe,2024-03-23,CARD
92903e15-0654-45fa-a93b-1dfd8ca084e6,7aa74237-544b-46e2-bdfd-ced12f270233,2024-07-19,CARD
27d1646f-3502-44d4-8137-c92cf2c9f9f9,5134b881-a8a6-41b4-ad5f-bff1faf6643d,2024-03-04,CASH
155d6f06-8bbd-4e27-b8ef-4ad33dc866c3,a9712954-5baa-4c29-9065-ec6a32006ed8,2024-09-13,CASH
5ab001d0-d3dc-434f-94b2-c193f5499a10,af61c3a9-1be6-498c-9be5-53700f0542e4,2024-08-28,CARD
f1b10dd4-63f6-4284-b764-e4be06d5db97,5559fb57-3d1c-4f8a-8ca2-6b18d31cd91f,2024-12-02,CARD
b9d71886-38f2-4f30-a406-9560a83bb731,005ea79e-081b-43d0-af73-be50998baf61,2024-06-22,CASH
78dd70f0-d430-4925-82ae-20c5dc861bb2,88cbd9e2-a855-4f45-b94b-669e6da9f7a0,2024-05-09,CASH
55799a9a-2700-41ab-bf2c-d8145c15705f,2a858c4b-8e7c-4a51-8e3d-bdf95fef025d,2024-04-30,BANK_TRANSFER
50c877f4-e839-4536-aec3-899c119b6a16,626cdd57-e0af-4a0a-89e7-d89c955b7dda,2024-06-17,CASH
b80a86f9-7902-484d-845a-6e84bd3b301b,2f53b52b-64b9-41dd-9b39-b4e607853930,2024-01-29,CARD
1412f2f1-510c-4f5b-8efe-ebc7a542ce38,a48b6e20-0ae8-4e9a-bbf4-6fa4464c15ad,2024-03-26,CASH
18f69547-3f76-476b-a6a8-ddeacc2a6dfa,bc23a026-871a-4673-84df-2cffd769e8e8,2024-02-28,BANK_TRANSFER
c27ad624-90cd-48ca-8eba-849f3933b620,b1b03391-95c8-492f-837b-1938e59765dd,2024-09-07,BANK_TRANSFER
975e42e6-2e69-4b01-8b9b-d19456f75982,e0dfab27-66f1-4f42-8322-36352a36871d,2024-08-29,CASH
05110dd3-050a-493d-8f01-4c93322be28f,5497488c-bb5b-46db-a919-14c095e5dbef,2024-11-01,CASH
8a26841f-13fe-42b2-9d74-f5e101950ddf,390941cb-58cc-4f3d-9405-5180164744a6,2024-03-17,BANK_TRANSFER
c65f7d93-93ae-4af1-8c64-f10ec79299dd,361eae11-3da1-4597-be33-84c8476e36e0,2024-05-01,CASH
ba1cfd7a-725e-4319-b64d-6c90562445bf,afa24d7a-5faf-4284-8cfb-209dbf4038ea,2024-04-19,CASH
77396eb8-1e87-4e50-843c-79e78fac9604,31fc9cf6-2d5a-4826-a81f-11ba0c8e631b,2024-11-13,CASH
fd21c5a4-6477-4490-8bdb-c52056c34eb7,688e82c8-5239-463d-a27c-498442d9d513,2024-07-11,CASH
a6d46717-51a3-457a-8ef5-290c99fee184,1ffcbde0-1e46-4504-af6e-fb5479ddcfa7,2024-02-10,CARD
8f88456d-0724-45ca-bac5-3088c5957bad,c51000e2-5560-47d4-bcff-b31a61d66b55,2024-05-19,BANK_TRANSFER
6c575559-aa1f-4240-8222-76fadfbcdd45,f9394228-85f8-4448-915f-5d94184a15bc,2024-02-18,CARD
8df33cba-2383-4398-8785-0f1d7a041e6d,15a2b770-a8a8-4c13-9955-f06cb7a11046,2024-05-14,BANK_TRANSFER
8c5a3e74-63bc-4a8b-87c4-86a58c6c51ac,08600be8-bd58-4880-816b-ce68f2537f73,2024-11-02,BANK_TRANSFER
93bdc04b-6e96-4430-9b72-0d80438e8b97,321aca29-e43f-42af-9668-1eb7acf66798,2024-09-02,CARD
672c88c5-904c-476e-8b87-5de86633a20e,88a23ddf-551d-474f-a377-ca9094198781,2024-05-14,BANK_TRANSFER
05060f01-e11f-4262-8865-a3c603eea17b,1530bce5-55c2-4ed1-953a-cfe7b6b4cc4c,2024-11-24,CASH
037d4e16-ec5a-4693-82b8-33a2828d3eaf,5d2f306c-f60b-4150-acb9-e5f4969fce4f,2024-02-13,BANK_TRANSFER
ec1bb720-13f2-4c7d-b008-351e7c9b9f19,07b398f1-1ffe-409a-a16c-930dfe406592,2024-03-11,BANK_TRANSFER
f5397a0d-3199-4bcd-86da-f3d5cf7adb00,7fdd35dc-7f98-4fe9-b7cd-2920b693da04,2024-03-28,BANK_TRANSFER
8c976f30-09e9-4a91-ada8-3a4111fa8d2b,3d55703a-e4f0-4295-bde4-d10f08985e1b,2024-12-18,BANK_TRANSFER
5f8f8bb1-51c0-426b-b76b-31c28bdf887a,dcd0b0c8-4f3a-4238-b9aa-da87e6a9dac6,2024-08-10,CASH
20be2694-da8c-449b-893a-bd8b841eba2c,9e565040-318e-4e54-afdb-fd53d8df0798,2025-01-03,CASH
3f7a6374-cff4-407d-a8d1-8d857dc78156,da280b0c-c631-4c0b-bcfd-bde3f0e9bde6,2024-02-18,BANK_TRANSFER
c4229ccf-2080-408b-9edd-99fd2bea89dd,bd074650-69d0-4ef2-8d43-ce0d6dfd6d71,2024-03-25,CASH
b503b976-c90e-44d4-ae08-7a89f1cb2eef,71195115-2dd8-4db7-a5b2-5118fba65c66,2024-11-22,CASH
63a90616-abb9-461c-ae2f-08cb3cda294e,9d3bd4b3-402a-4dce-8edc-44332690a42a,2024-09-19,CARD
13b60d0b-1c96-4dcf-aaf7-4d9df9611769,a8c8d92f-1b40-4807-a316-e385ea693f5c,2024-01-29,BANK_TRANSFER
78ddbb57-5fbf-4982-80e5-b9ac6a99e73b,0c272b90-5389-4efc-93e4-b8c8ce19fef9,2024-03-23,BANK_TRANSFER
b9862471-3769-46f5-a12a-1bda896baa14,d9d03fbe-b4d3-4d16-8040-14fec5bc6fcc,2024-05-03,CASH
6a8ddb47-72d7-40d2-bbcd-03ac9fb5015f,c92252b4-f90f-4cb8-876f-54e9318bfb66,2024-03-10,CARD
d886113e-641e-4a1f-85cb-ad8c6da9db0f,33bbdc0e-d681-4c74-9f84-9e1c4b6934ad,2025-01-01,BANK_TRANSFER
2b16905e-d5d6-40f6-93ce-2506fdb3a2e5,fcd9edce-4aa5-4026-a807-74a21113e460,2024-01-15,CARD
ecdb4047-a04c-4e74-aa1a-d16fbe787b1c,0996c3fa-463a-4c43-acc5-bce52cc72675,2024-12-02,CARD
2ef160e7-562f-4b83-a55c-33007ae28b10,6b8f849c-e748-4fc1-a662-e42a013c6342,2024-11-23,CASH
53b6dcc9-9798-4d61-b389-de98e6ad64e8,41f304b4-a53b-43d7-81b4-c132f914d803,2024-05-01,BANK_TRANSFER
352f2589-d77e-40a7-b32a-72d692aa8864,5c306c4d-24ab-4dab-a9d1-8bb05e7db6f3,2024-11-30,CARD
61c3808f-093c-44e7-a9f1-f0eddbab134d,64ac6da8-87d0-4495-bc09-3a5c385d21d0,2024-04-19,CARD
e5d13a83-dd92-4219-aeee-8d0cccaca320,9fc91597-b603-435f-b0a6-10bc66ee65f0,2025-01-20,CASH
64a6f749-58a2-4b90-858d-c291f3b3111d,b595621b-5bc4-4a77-9512-9d0ec6ef96f6,2024-02-17,BANK_TRANSFER
3e9868e0-8c85-45e7-aa68-918ae90d8f36,66cff697-6950-4c01-8e36-bc014e0140bf,2024-09-13,BANK_TRANSFER
f2220416-7c95-4594-b293-db867495f245,25694571-6519-4c14-9840-3a41c95e6ca5,2024-02-11,CARD
848e2b99-1148-439b-a973-253a1110a5f9,1d060eb2-8490-48ec-82d7-8b54e3456390,2024-08-31,CASH
44f55047-7542-431f-9798-08bff8ae80a1,097cc84e-3125-44c0-b891-2553f1a67624,2024-01-21,CASH
d6a0c39d-80dc-48d8-a5da-dbf4266155c9,7586a471-fa07-4d3a-bd37-3a2f288ef78f,2024-10-05,CASH
55206f87-7a8c-457c-9b0c-142b9f3485f7,63904d80-c0ef-47e0-b3d7-c6d677e5c2fe,2024-03-06,CASH
97817de8-f866-4124-9854-66da713ed1d5,7ca64931-b5b3-486d-a993-bea79581c703,2024-04-03,BANK_TRANSFER
0d3e3ff1-0cbb-48ef-8d71-6163208f2220,a4079781-ac85-4da8-9851-7acf3ad5b546,2024-03-17,CASH
5f03e852-df71-45a6-bd0f-e0d4e1abd27c,ba647719-609b-4361-b25d-e5b156e2384f,2024-10-03,BANK_TRANSFER
e2e9c587-0ae2-422b-8896-2dbc9022395d,0b41f803-f990-468a-9bff-3847a8ccaee6,2024-08-06,CASH
8466d62d-2ae6-4de5-be04-6f1810e663ed,aa98e021-10fd-40cb-a42b-ada0c4278c9c,2024-08-07,BANK_TRANSFER
22172063-cea7-4707-896a-cc40167352dd,aaf788d5-e346-4450-98f7-f57f4fec35eb,2024-03-11,BANK_TRANSFER
764f2023-e9b4-4390-9f03-54cbc3634614,f0fd2bfd-e5d7-4319-bccc-122199fa691b,2024-10-22,CARD
04c64085-adae-4481-93b8-637d52fb1cd6,bc4c54ac-ccb6-4e4e-bde5-6bb20ee9e2fe,2025-01-20,BANK_TRANSFER
58b88909-00a9-4d00-b3a9-235dd4e48808,ffeaef6b-b8eb-4e98-86db-4868f3f9f58f,2024-06-04,CARD
da8278dc-a101-4f30-b64e-99758bf5d93a,7542f864-2314-454b-a448-64721d4cf751,2024-12-22,CASH
3d31050f-1551-4064-b350-f33dd7a17aea,ac8613eb-6053-4a9c-a3b4-21868dfca130,2024-02-10,BANK_TRANSFER
8aa266c0-bf76-4e35-91db-7b78ce1ba6c3,377c7466-cb51-4c7d-b1ec-b2e112e0f6c7,2024-05-30,BANK_TRANSFER
cd14c4cb-b145-480f-8470-0da52b74d0b8,dc612d1a-2a67-4180-8215-5f9dfd3e7d39,2024-10-10,CARD
50d42bd6-8dc6-47e1-b18c-37044941a862,18a537ff-3ca3-4082-866b-6b66a2b665a5,2024-04-13,BANK_TRANSFER
74c2b823-354a-40cd-81e4-cadf063350e6,b43dc79d-e7db-403e-ad7c-6a4dd1eb4bb3,2024-08-12,BANK_TRANSFER
8aef314a-867c-41e7-9c19-e9d6e917d787,bb769d3e-1297-486c-a92a-219b6a8f9d2e,2024-02-25,CASH
4fac77f2-0ea3-44ea-b573-99b505663b9e,d7834299-920e-4073-9612-aa2aa006ecd8,2024-03-29,CASH
72140641-87ff-413d-8759-9ff1a55a1e3c,e1af9022-bb42-468c-bacc-4b3b23c99b6c,2024-03-20,CARD
46920d2e-5ff0-4b99-a190-a693d84840fc,140943dd-42ec-4297-9f16-647ddb9d834a,2024-03-20,BANK_TRANSFER
391ff043-fd71-47b2-8df7-164d5e9d3145,a35fd3d8-df39-49fb-8048-4a31b948653f,2024-05-10,CARD
dee04fa9-491e-413b-8ae9-863efd90d128,9b29595e-a4cb-4c88-9eb7-572fe0f671ba,2025-01-07,CASH
3c53d669-d372-4445-a93f-b93f9b2a8947,cf797fcd-22b5-415c-ae87-11d3ceca5911,2024-03-10,BANK_TRANSFER
7efaab53-2ac2-40bb-b82b-c1d8c177c00e,f882b47e-15bd-4cda-839b-d1df965dfcbe,2024-05-11,BANK_TRANSFER
165ac9fa-a770-4f52-93c4-97938165f857,bb0b297c-1696-4795-ad44-fc2206f8f9c7,2024-06-22,BANK_TRANSFER
fc2504de-8d47-4288-a5db-de86f5aaefb1,b6660eee-f955-4e3b-9bb5-e036e5afc631,2024-01-04,CASH
b617c2a7-8d8f-4844-b9b9-53c4f4abf0c2,ce75d179-e95f-4901-8bac-c78a42db79aa,2024-07-09,BANK_TRANSFER
85e8bb4d-a2fd-4fd3-85c5-979bd40112de,6fec24d0-ff12-4e2d-ad97-d440577c12fe,2024-04-10,CASH
85896349-9f4d-4602-af8c-898aa3c4de1d,93eb3844-a836-469f-b5a5-e2000dd2a9bd,2024-05-27,CARD
d06352be-6ea0-43e6-a96a-4f718cf950d5,8ed4e8ce-8cfe-48b7-913e-52e85de97623,2024-12-11,CARD
d4c28165-d90d-4255-a976-bbef995f64b6,ecb8c07b-5ead-40f6-adf9-c6ca17472f3d,2024-12-11,CARD
35e490a2-67ef-4702-bde8-b88fa3606e6c,684070fe-6d06-4696-9419-230dab9ff09e,2024-12-01,CASH
38b00bf0-6c71-4fe5-a479-318e8187a469,d04c7cdc-a016-4e6c-ae81-dd8ff7c5257c,2024-06-08,CASH
35fafd4a-02e9-4ae4-b060-b299441aa4c5,775d8d0d-720f-476b-8cf3-e6e40c8bec0a,2025-01-08,CARD
4f3b7412-ff13-4cf9-85e8-186a5d6272d8,cfa5b60c-8c65-4ead-b43c-69fb84545155,2024-08-06,CARD
97ffa1ed-807c-4233-b217-7a08fc7fa39c,079c07ac-4c48-4646-b711-cf99e94388a0,2024-02-16,BANK_TRANSFER
81044d81-0fc7-4226-a4f8-0948b79f2564,6fe45e42-8d11-4634-a4ad-c52eaf51dcad,2024-01-15,BANK_TRANSFER
79219836-79fc-4bf1-ae4b-461c97600f95,659b48cd-2ff9-4132-a72c-f1bb44a157b9,2024-02-15,CASH
ed78285c-9241-4bb5-84e5-f0d3af1e0958,e1d18179-48fc-4e52-b744-293205cbf921,2024-08-21,CASH
1c164c73-a3c3-48b3-95c0-5f86e3cb20e3,01667b30-b4a3-4984-96c0-f6ac6ce68ebf,2024-01-08,CARD
ac279f3f-6850-41e4-92b5-226c4279466f,21fa0aee-8e09-4944-9b8b-265f09677531,2024-08-18,BANK_TRANSFER
a7dd585a-f57b-4656-b195-d86f7758227d,18fb46bf-3490-4481-bfa8-96aa9729fd43,2024-03-06,BANK_TRANSFER
bd65fb8b-7261-416d-ac3f-21f244a0a7db,2ef8ad34-5968-4513-bcda-528b7119fbec,2024-10-10,CASH
0b2a18c1-fd5f-4021-aa15-35cf7a9e4280,bbe9c0a7-9b28-4465-ac41-e31e24e263ae,2024-10-19,CASH
6acbb183-fc3b-4752-95c6-4a215dc014bd,c61d111c-ff26-4814-81b6-50837ef06577,2024-10-25,CASH
ee412d48-02df-4d84-af1b-a9f53a3ba509,3883b50c-fb4b-49a1-b0ec-f24087561f1c,2024-11-28,CARD
2f9dc3a0-46a3-4e1f-afed-248b9d1f428a,afda62af-e7d2-4125-be1a-93721e0ec8fd,2024-12-04,BANK_TRANSFER
b90fb7b3-fbdc-44c4-9647-0caddbc1ee89,dc9f92eb-e05d-4672-a7f1-0ae5dbdec6dd,2024-09-27,CARD
f1bc671f-ad7c-4867-b0e7-203e002a98a3,28f5f1c2-336c-4c0e-8bb9-df9d4ab4da16,2024-12-31,CARD
9d2818d6-193f-4628-a7f7-b6056460c86c,ce50852e-5596-4cc8-9f88-09d30694cb67,2024-07-27,BANK_TRANSFER
3a1ffef0-df76-4f0a-955a-4a3f67e52564,508a61a5-3728-4b66-a187-22dd291b54ad,2024-10-17,CASH
f917a3af-b526-402b-9167-03ceabafb7aa,fccdf6ea-2b3d-4e1a-9dbd-e98f913266b3,2024-07-18,CARD
a0ff63e7-261d-48ae-be4f-a9139b50049f,f4b94629-1f44-42c2-9816-05a75c7d098e,2024-05-09,BANK_TRANSFER
