zone,day,total_rides,cancellations,avg_fare
Zone_11,2024-01-17,4,0,36.6275
Zone_36,2024-01-17,4,0,40.61
Zone_37,2024-01-17,8,3,23.863750000000003
Zone_38,2024-01-17,2,0,35.47
Zone_39,2024-01-17,4,0,27.105
Zone_40,2024-01-17,2,0,44.81
Zone_14,2024-01-17,6,0,25.810000000000002
Zone_7,2024-01-17,3,0,39.23
Zone_1,2024-01-17,6,0,34.43
Zone_2,2024-01-17,2,0,43.125
Zone_3,2024-01-17,3,0,31.810000000000002
Zone_4,2024-01-17,3,0,41.72333333333333
Zone_5,2024-01-17,5,0,31.833999999999996
Zone_34,2024-01-17,3,0,46.96333333333333
Zone_35,2024-01-17,2,0,41.115
Zone_20,2024-01-17,7,0,29.551428571428573
Zone_21,2024-01-17,1,0,42.97
Zone_22,2024-01-17,1,0,13.58
Zone_23,2024-01-17,5,1,31.535999999999998
Zone_24,2024-01-17,5,0,39.338
Zone_25,2024-01-17,6,0,43.358333333333334
Zone_17,2024-01-17,3,0,45.80666666666667
Zone_18,2024-01-17,3,1,36.18333333333334
Zone_19,2024-01-17,5,2,14.361999999999998
Zone_26,2024-01-17,5,1,25.883999999999997
Zone_27,2024-01-17,1,0,49.68
Zone_28,2024-01-17,1,0,58.65
Zone_29,2024-01-17,3,0,20.653333333333332
Zone_28,2024-01-18,1,0,32.06
Zone_29,2024-01-18,3,0,38.986666666666665
Zone_30,2024-01-18,2,0,21.6
Zone_7,2024-01-18,7,0,41.34428571428572
Zone_8,2024-01-18,3,0,35.96666666666667
Zone_9,2024-01-18,2,0,41.19
Zone_10,2024-01-18,3,1,14.143333333333334
Zone_11,2024-01-18,1,0,8.34
Zone_15,2024-01-18,6,1,37.41166666666666
Zone_16,2024-01-18,1,0,14.93
Zone_17,2024-01-18,1,0,58.46
Zone_31,2024-01-18,2,0,23.435000000000002
Zone_32,2024-01-18,3,0,33.95333333333333
Zone_12,2024-01-18,4,0,29.560000000000002
Zone_13,2024-01-18,4,2,7.5975
Zone_14,2024-01-18,4,0,20.905
Zone_36,2024-01-18,2,0,43.57
Zone_37,2024-01-18,2,0,53.935
Zone_38,2024-01-18,4,0,17.2775
Zone_39,2024-01-18,2,0,47.595
Zone_40,2024-01-18,1,0,20.67
Zone_25,2024-01-18,4,0,44.9775
Zone_26,2024-01-18,3,0,23.633333333333333
Zone_27,2024-01-18,3,1,19.946666666666665
Zone_33,2024-01-18,3,0,37.71
Zone_34,2024-01-18,4,1,29.115000000000002
Zone_35,2024-01-18,2,0,44.425
Zone_1,2024-01-18,2,1,28.625
Zone_2,2024-01-18,1,0,23.97
Zone_3,2024-01-18,1,0,56.59
Zone_4,2024-01-18,3,1,20.229999999999997
Zone_5,2024-01-18,4,1,24.6225
Zone_6,2024-01-18,5,1,36.624
Zone_18,2024-01-18,3,0,33.49333333333333
Zone_19,2024-01-18,2,0,35.305
Zone_20,2024-01-18,3,0,33.46333333333334
Zone_21,2024-01-18,1,0,9.64
Zone_22,2024-01-18,4,0,41.995
Zone_23,2024-01-18,4,0,44.65
Zone_24,2024-01-18,5,0,25.614
Zone_23,2024-01-19,3,0,24.006666666666668
Zone_36,2024-01-19,1,0,33.33
Zone_37,2024-01-19,4,0,37.8875
Zone_38,2024-01-19,2,0,27.03
Zone_9,2024-01-19,3,0,39.879999999999995
Zone_10,2024-01-19,3,0,35.766666666666666
Zone_28,2024-01-19,3,1,20.093333333333334
Zone_29,2024-01-19,2,0,57.0
Zone_6,2024-01-19,3,0,28.926666666666662
Zone_7,2024-01-19,3,0,35.843333333333334
Zone_8,2024-01-19,4,0,35.1925
Zone_11,2024-01-19,3,0,14.87
Zone_12,2024-01-19,4,1,29.314999999999998
Zone_13,2024-01-19,2,0,43.265
Zone_14,2024-01-19,5,1,24.926
Zone_15,2024-01-19,1,0,43.11
Zone_16,2024-01-19,2,1,7.725
Zone_17,2024-01-19,4,1,21.965
Zone_30,2024-01-19,6,0,33.685
Zone_31,2024-01-19,3,1,17.6
Zone_32,2024-01-19,2,0,36.235
Zone_20,2024-01-19,3,1,34.696666666666665
Zone_21,2024-01-19,6,1,36.236666666666665
Zone_22,2024-01-19,3,0,32.31666666666666
Zone_33,2024-01-19,2,0,22.994999999999997
Zone_34,2024-01-19,6,1,32.31166666666667
Zone_35,2024-01-19,3,0,36.77
Zone_39,2024-01-19,3,1,26.71333333333334
Zone_40,2024-01-19,4,0,23.11
Zone_25,2024-01-19,3,0,36.94
Zone_26,2024-01-19,3,1,16.436666666666667
Zone_27,2024-01-19,4,0,42.6425
Zone_18,2024-01-19,7,1,22.38
Zone_19,2024-01-19,5,1,22.764
Zone_1,2024-01-19,6,0,40.37333333333333
Zone_2,2024-01-19,5,1,28.382
Zone_4,2024-01-19,2,1,23.54
Zone_5,2024-01-19,3,1,24.683333333333334
Zone_4,2024-01-20,3,0,25.07
Zone_5,2024-01-20,3,1,33.78666666666667
Zone_6,2024-01-20,4,0,35.53
Zone_15,2024-01-20,2,0,34.13
Zone_16,2024-01-20,2,1,27.915
Zone_9,2024-01-20,5,0,42.169999999999995
Zone_10,2024-01-20,3,0,33.06
Zone_11,2024-01-20,4,0,38.8825
Zone_22,2024-01-20,2,0,33.879999999999995
Zone_23,2024-01-20,3,0,48.35666666666666
Zone_24,2024-01-20,5,0,42.892
Zone_37,2024-01-20,2,0,26.795
Zone_38,2024-01-20,1,0,32.5
Zone_12,2024-01-20,2,0,40.515
Zone_13,2024-01-20,5,0,37.874
Zone_14,2024-01-20,3,0,34.86333333333333
Zone_28,2024-01-20,2,0,36.32
Zone_30,2024-01-20,3,1,16.60333333333333
Zone_7,2024-01-20,6,0,36.88
Zone_8,2024-01-20,4,0,30.465000000000003
Zone_1,2024-01-20,2,0,28.000000000000004
Zone_2,2024-01-20,6,0,35.69833333333333
Zone_3,2024-01-20,2,0,17.869999999999997
Zone_33,2024-01-20,2,1,20.255
Zone_34,2024-01-20,2,0,47.76
Zone_35,2024-01-20,1,0,49.7
Zone_36,2024-01-20,6,0,35.199999999999996
Zone_31,2024-01-20,3,0,27.65
Zone_32,2024-01-20,5,2,22.55
Zone_20,2024-01-20,8,0,22.28125
Zone_21,2024-01-20,1,0,43.98
Zone_17,2024-01-20,2,0,13.844999999999999
Zone_18,2024-01-20,2,0,29.92
Zone_19,2024-01-20,2,0,29.310000000000002
Zone_39,2024-01-20,2,0,32.22
Zone_40,2024-01-20,3,0,33.223333333333336
Zone_26,2024-01-20,5,0,38.04
Zone_27,2024-01-20,3,1,12.3
Zone_25,2024-01-21,4,0,45.042500000000004
Zone_26,2024-01-21,5,0,35.705999999999996
Zone_27,2024-01-21,2,0,34.615
Zone_28,2024-01-21,1,0,22.18
Zone_29,2024-01-21,3,0,39.483333333333334
Zone_9,2024-01-21,4,0,42.555
Zone_10,2024-01-21,2,0,20.775
Zone_11,2024-01-21,5,0,33.361999999999995
Zone_4,2024-01-21,2,0,54.15
Zone_5,2024-01-21,1,0,53.8
Zone_6,2024-01-21,2,0,24.355
Zone_14,2024-01-21,4,0,32.09
Zone_15,2024-01-21,4,1,29.5475
Zone_16,2024-01-21,4,0,30.6875
Zone_12,2024-01-21,2,0,56.535
Zone_13,2024-01-21,5,0,32.586
Zone_22,2024-01-21,3,2,13.599999999999998
Zone_23,2024-01-21,7,0,32.83285714285714
Zone_24,2024-01-21,4,0,47.817499999999995
Zone_36,2024-01-21,4,1,16.475
Zone_37,2024-01-21,6,1,34.32666666666667
Zone_38,2024-01-21,5,0,31.779999999999998
Zone_39,2024-01-21,5,1,24.474
Zone_40,2024-01-21,3,0,21.96
Zone_33,2024-01-21,2,0,26.665
Zone_34,2024-01-21,2,0,24.55
Zone_35,2024-01-21,1,0,36.58
Zone_7,2024-01-21,4,0,38.375
Zone_8,2024-01-21,1,0,32.55
Zone_1,2024-01-21,2,0,32.565
Zone_2,2024-01-21,4,0,28.0025
Zone_3,2024-01-21,2,0,43.974999999999994
Zone_17,2024-01-21,2,0,53.88
Zone_18,2024-01-21,1,0,37.09
Zone_19,2024-01-21,5,1,29.104000000000003
Zone_30,2024-01-21,2,0,24.985
Zone_31,2024-01-21,1,0,40.88
Zone_32,2024-01-21,3,0,34.596666666666664
Zone_20,2024-01-21,1,0,51.73
Zone_19,2024-01-22,1,0,13.31
Zone_20,2024-01-22,2,2,0.0
Zone_21,2024-01-22,1,0,34.5
Zone_22,2024-01-22,4,1,24.6775
Zone_23,2024-01-22,5,1,30.762
Zone_24,2024-01-22,9,1,31.528888888888893
Zone_9,2024-01-22,5,0,43.477999999999994
Zone_10,2024-01-22,5,0,32.146
Zone_11,2024-01-22,2,1,12.64
Zone_25,2024-01-22,4,0,47.3375
Zone_26,2024-01-22,2,0,51.53
Zone_27,2024-01-22,1,0,38.82
Zone_28,2024-01-22,4,1,21.637500000000003
Zone_29,2024-01-22,2,1,19.41
Zone_30,2024-01-22,1,0,37.11
Zone_12,2024-01-22,4,1,32.66
Zone_13,2024-01-22,2,1,11.545
Zone_4,2024-01-22,1,0,26.1
Zone_5,2024-01-22,2,0,20.810000000000002
Zone_6,2024-01-22,6,0,37.04333333333333
Zone_14,2024-01-22,3,0,28.406666666666666
Zone_15,2024-01-22,1,0,10.85
Zone_16,2024-01-22,1,0,43.05
Zone_31,2024-01-22,3,0,27.12666666666667
Zone_32,2024-01-22,4,1,35.5525
Zone_33,2024-01-22,4,2,22.6675
Zone_34,2024-01-22,4,1,21.6175
Zone_35,2024-01-22,2,1,13.4
Zone_36,2024-01-22,4,0,32.197500000000005
Zone_37,2024-01-22,5,0,40.362
Zone_38,2024-01-22,2,0,49.985
Zone_39,2024-01-22,2,0,42.865
Zone_40,2024-01-22,4,1,26.122500000000002
Zone_17,2024-01-22,2,1,19.17
Zone_18,2024-01-22,2,2,0.0
Zone_8,2024-01-22,2,0,55.045
Zone_2,2024-01-22,7,0,27.21857142857143
Zone_3,2024-01-22,4,1,14.3325
Zone_1,2024-01-23,2,0,47.230000000000004
Zone_2,2024-01-23,6,0,25.729999999999997
Zone_3,2024-01-23,5,0,35.704
Zone_4,2024-01-23,3,1,12.45
Zone_5,2024-01-23,3,1,10.636666666666667
Zone_6,2024-01-23,4,1,29.9475
Zone_9,2024-01-23,4,0,18.642500000000002
Zone_10,2024-01-23,2,0,24.025
Zone_11,2024-01-23,4,0,22.555
Zone_20,2024-01-23,2,0,34.08
Zone_21,2024-01-23,2,0,36.265
Zone_22,2024-01-23,3,0,47.723333333333336
Zone_23,2024-01-23,4,0,32.0125
Zone_24,2024-01-23,2,0,26.87
Zone_12,2024-01-23,4,1,27.2775
Zone_25,2024-01-23,4,0,44.325
Zone_26,2024-01-23,3,0,37.49666666666667
Zone_27,2024-01-23,5,1,26.366
Zone_28,2024-01-23,2,0,50.42
Zone_29,2024-01-23,1,1,0.0
Zone_30,2024-01-23,4,0,35.37
Zone_7,2024-01-23,1,0,25.89
Zone_8,2024-01-23,3,1,21.423333333333332
Zone_33,2024-01-23,3,0,36.24333333333333
Zone_34,2024-01-23,2,0,38.82
Zone_35,2024-01-23,3,1,23.053333333333335
Zone_36,2024-01-23,4,0,28.439999999999998
Zone_14,2024-01-23,2,0,37.95
Zone_15,2024-01-23,5,1,24.468
Zone_16,2024-01-23,4,1,36.4375
Zone_17,2024-01-23,4,0,37.4925
Zone_31,2024-01-23,1,0,41.29
Zone_32,2024-01-23,6,0,34.42666666666666
Zone_18,2024-01-23,2,0,26.655
Zone_19,2024-01-23,2,1,17.565
Zone_37,2024-01-23,5,2,21.59
Zone_38,2024-01-23,4,0,33.9775
Zone_39,2024-01-23,3,0,41.93333333333333
Zone_40,2024-01-23,3,0,28.766666666666666
Zone_39,2024-01-24,4,0,38.012499999999996
Zone_40,2024-01-24,2,0,44.125
Zone_26,2024-01-24,7,1,29.58714285714286
Zone_27,2024-01-24,2,1,24.255
Zone_9,2024-01-24,4,0,42.525000000000006
Zone_10,2024-01-24,5,0,47.668
Zone_11,2024-01-24,5,0,44.004
Zone_1,2024-01-24,3,0,29.06666666666667
Zone_2,2024-01-24,1,0,43.78
Zone_3,2024-01-24,5,0,34.3
Zone_4,2024-01-24,4,2,12.162500000000001
Zone_5,2024-01-24,5,1,20.624
Zone_12,2024-01-24,4,0,41.527499999999996
Zone_13,2024-01-24,3,0,41.11666666666666
Zone_19,2024-01-24,2,1,26.68
Zone_20,2024-01-24,4,1,18.3475
Zone_21,2024-01-24,1,0,53.39
Zone_22,2024-01-24,10,1,25.415000000000003
Zone_23,2024-01-24,1,0,36.76
Zone_24,2024-01-24,4,0,33.1625
Zone_25,2024-01-24,3,0,45.93666666666667
Zone_36,2024-01-24,1,0,58.63
Zone_37,2024-01-24,5,2,20.558
Zone_38,2024-01-24,1,0,16.81
Zone_35,2024-01-24,1,0,49.95
Zone_28,2024-01-24,6,1,32.57666666666666
Zone_29,2024-01-24,3,0,20.29
Zone_30,2024-01-24,6,0,32.11
Zone_6,2024-01-24,1,0,24.74
Zone_7,2024-01-24,3,0,19.26
Zone_8,2024-01-24,2,0,22.975
Zone_17,2024-01-24,6,0,33.028333333333336
Zone_18,2024-01-24,2,0,45.425
Zone_14,2024-01-24,1,0,51.38
Zone_15,2024-01-24,2,0,36.445
Zone_16,2024-01-24,5,0,45.54
Zone_31,2024-01-24,7,0,40.69428571428571
Zone_32,2024-01-24,2,1,28.415
Zone_31,2024-01-25,1,0,32.23
Zone_32,2024-01-25,3,0,28.39
Zone_20,2024-01-25,3,0,48.766666666666666
Zone_21,2024-01-25,1,0,33.44
Zone_22,2024-01-25,4,2,6.984999999999999
Zone_9,2024-01-25,3,0,30.826666666666668
Zone_10,2024-01-25,4,0,21.2125
Zone_11,2024-01-25,5,1,39.24
Zone_39,2024-01-25,6,1,40.71666666666666
Zone_40,2024-01-25,2,0,48.35
Zone_25,2024-01-25,2,0,38.79
Zone_26,2024-01-25,6,0,27.526666666666664
Zone_27,2024-01-25,4,1,12.037500000000001
Zone_12,2024-01-25,2,0,29.25
Zone_13,2024-01-25,5,0,40.678
Zone_1,2024-01-25,4,0,36.230000000000004
Zone_2,2024-01-25,4,0,36.475
Zone_3,2024-01-25,1,0,20.7
Zone_4,2024-01-25,1,0,48.33
Zone_5,2024-01-25,4,1,29.8675
Zone_14,2024-01-25,3,0,35.50333333333333
Zone_15,2024-01-25,3,0,32.60666666666667
Zone_16,2024-01-25,2,0,30.505
Zone_33,2024-01-25,6,0,32.90333333333333
Zone_34,2024-01-25,2,0,37.795
Zone_35,2024-01-25,5,0,43.496
Zone_23,2024-01-25,1,0,55.09
Zone_24,2024-01-25,4,0,28.7175
Zone_36,2024-01-25,3,1,8.91
Zone_37,2024-01-25,4,1,27.619999999999997
Zone_38,2024-01-25,3,0,40.67333333333333
Zone_17,2024-01-25,6,1,33.601666666666674
Zone_19,2024-01-25,3,1,19.093333333333334
Zone_28,2024-01-25,2,0,38.51
Zone_29,2024-01-25,1,0,54.39
Zone_30,2024-01-25,4,1,24.185000000000002
Zone_6,2024-01-25,2,0,38.59
Zone_7,2024-01-25,6,1,31.87
Zone_8,2024-01-25,5,2,26.883999999999997
Zone_6,2024-01-26,3,0,30.433333333333334
Zone_7,2024-01-26,6,1,26.138333333333332
Zone_8,2024-01-26,5,0,42.664
Zone_1,2024-01-26,4,0,28.4325
Zone_2,2024-01-26,4,0,32.0775
Zone_3,2024-01-26,4,1,26.7625
Zone_9,2024-01-26,4,0,26.13
Zone_10,2024-01-26,1,0,49.07
Zone_11,2024-01-26,3,0,40.53333333333333
Zone_32,2024-01-26,6,0,35.97833333333334
Zone_20,2024-01-26,3,0,44.08
Zone_21,2024-01-26,4,0,35.54
Zone_22,2024-01-26,3,0,37.290000000000006
Zone_12,2024-01-26,4,2,23.165
Zone_13,2024-01-26,3,1,24.933333333333334
Zone_14,2024-01-26,5,0,44.388
Zone_39,2024-01-26,3,0,34.376666666666665
Zone_40,2024-01-26,4,0,37.209999999999994
Zone_25,2024-01-26,2,0,51.144999999999996
Zone_26,2024-01-26,3,0,26.68
Zone_27,2024-01-26,2,0,15.844999999999999
Zone_28,2024-01-26,2,0,50.45
Zone_29,2024-01-26,3,0,39.57333333333334
Zone_30,2024-01-26,4,0,31.607499999999998
Zone_33,2024-01-26,3,0,32.28
Zone_34,2024-01-26,3,0,35.903333333333336
Zone_35,2024-01-26,5,0,29.658
Zone_4,2024-01-26,4,0,25.4925
Zone_5,2024-01-26,4,0,19.6325
Zone_15,2024-01-26,3,0,33.86
Zone_16,2024-01-26,4,0,50.0525
Zone_17,2024-01-26,5,0,39.096
Zone_18,2024-01-26,4,0,39.5025
Zone_19,2024-01-26,2,0,46.334999999999994
Zone_23,2024-01-26,3,0,54.36333333333333
Zone_24,2024-01-26,6,0,27.105
Zone_36,2024-01-26,5,1,31.272000000000002
Zone_37,2024-01-26,4,0,38.94500000000001
Zone_38,2024-01-26,1,1,0.0
Zone_36,2024-01-27,2,0,34.48
Zone_37,2024-01-27,8,0,32.03
Zone_38,2024-01-27,3,0,30.910000000000004
Zone_39,2024-01-27,1,0,55.95
Zone_40,2024-01-27,3,1,23.52
Zone_9,2024-01-27,3,0,52.306666666666665
Zone_10,2024-01-27,1,1,0.0
Zone_11,2024-01-27,6,1,22.258333333333333
Zone_7,2024-01-27,3,0,38.25
Zone_8,2024-01-27,3,0,40.309999999999995
Zone_1,2024-01-27,4,1,23.195
Zone_2,2024-01-27,4,1,30.89
Zone_3,2024-01-27,3,0,29.123333333333335
Zone_12,2024-01-27,2,0,28.755
Zone_13,2024-01-27,5,0,21.424000000000003
Zone_31,2024-01-27,5,1,30.695999999999998
Zone_32,2024-01-27,5,0,34.73
Zone_19,2024-01-27,2,0,32.935
Zone_20,2024-01-27,4,0,34.1625
Zone_21,2024-01-27,1,0,18.85
Zone_22,2024-01-27,4,0,26.015
Zone_23,2024-01-27,6,1,18.321666666666665
Zone_33,2024-01-27,1,0,29.24
Zone_34,2024-01-27,2,0,36.725
Zone_25,2024-01-27,4,0,30.882500000000004
Zone_26,2024-01-27,4,1,22.83
Zone_27,2024-01-27,1,0,8.22
Zone_28,2024-01-27,5,0,42.026
Zone_29,2024-01-27,3,0,32.88333333333333
Zone_30,2024-01-27,6,0,33.263333333333335
Zone_17,2024-01-27,3,1,22.009999999999998
Zone_18,2024-01-27,1,0,8.31
Zone_4,2024-01-27,2,1,29.47
Zone_5,2024-01-27,3,0,25.33666666666667
Zone_6,2024-01-27,3,1,36.88333333333334
Zone_14,2024-01-27,6,0,37.041666666666664
Zone_15,2024-01-27,1,0,22.15
Zone_16,2024-01-27,3,0,28.656666666666666
Zone_14,2024-01-28,5,0,39.144
Zone_15,2024-01-28,3,1,32.656666666666666
Zone_16,2024-01-28,3,0,29.363333333333333
Zone_31,2024-01-28,4,1,31.4975
Zone_33,2024-01-28,4,1,25.78
Zone_9,2024-01-28,2,0,39.31
Zone_10,2024-01-28,2,0,36.02
Zone_11,2024-01-28,3,2,15.27
Zone_37,2024-01-28,3,0,34.67666666666667
Zone_38,2024-01-28,1,0,54.23
Zone_39,2024-01-28,3,2,18.776666666666664
Zone_40,2024-01-28,2,0,55.42
Zone_12,2024-01-28,3,0,34.413333333333334
Zone_13,2024-01-28,2,1,23.945
Zone_7,2024-01-28,3,0,45.45666666666667
Zone_8,2024-01-28,2,0,52.29
Zone_1,2024-01-28,4,0,34.8375
Zone_2,2024-01-28,5,1,28.17
Zone_3,2024-01-28,3,0,29.71
Zone_4,2024-01-28,1,1,0.0
Zone_5,2024-01-28,4,2,21.11
Zone_6,2024-01-28,7,1,35.49
Zone_34,2024-01-28,4,0,37.0
Zone_35,2024-01-28,1,0,56.91
Zone_20,2024-01-28,1,0,55.22
Zone_21,2024-01-28,3,2,4.1033333333333335
Zone_22,2024-01-28,1,0,43.69
Zone_23,2024-01-28,5,0,35.742
Zone_24,2024-01-28,1,0,49.35
Zone_25,2024-01-28,3,0,34.11333333333334
Zone_17,2024-01-28,1,0,10.4
Zone_18,2024-01-28,1,0,46.98
Zone_19,2024-01-28,2,0,20.805
Zone_26,2024-01-28,5,0,43.252
Zone_27,2024-01-28,1,0,20.16
Zone_28,2024-01-28,5,0,31.64
Zone_29,2024-01-28,4,1,26.2325
Zone_30,2024-01-28,5,1,36.896
Zone_28,2024-01-29,3,0,30.796666666666667
Zone_29,2024-01-29,3,0,43.64333333333334
Zone_6,2024-01-29,4,1,22.9325
Zone_7,2024-01-29,1,0,30.86
Zone_8,2024-01-29,4,0,31.9225
Zone_9,2024-01-29,2,0,43.57
Zone_11,2024-01-29,1,0,34.18
Zone_15,2024-01-29,2,0,35.445
Zone_16,2024-01-29,5,1,19.184000000000005
Zone_31,2024-01-29,2,0,35.495
Zone_32,2024-01-29,3,0,28.24
Zone_33,2024-01-29,2,0,42.96
Zone_12,2024-01-29,3,1,14.93
Zone_13,2024-01-29,5,1,28.054000000000006
Zone_14,2024-01-29,3,0,40.31333333333333
Zone_36,2024-01-29,4,0,37.2525
Zone_37,2024-01-29,6,2,31.41
Zone_38,2024-01-29,2,0,14.469999999999999
Zone_39,2024-01-29,2,0,44.715
Zone_40,2024-01-29,1,0,26.9
Zone_26,2024-01-29,3,0,46.64
Zone_27,2024-01-29,1,0,34.09
Zone_34,2024-01-29,1,0,21.77
Zone_35,2024-01-29,1,0,36.6
Zone_1,2024-01-29,5,0,40.098000000000006
Zone_2,2024-01-29,2,1,7.265
Zone_3,2024-01-29,5,2,22.414
Zone_5,2024-01-29,4,0,32.3025
Zone_17,2024-01-29,3,1,30.996666666666666
Zone_18,2024-01-29,2,0,49.849999999999994
Zone_19,2024-01-29,5,0,28.116000000000003
Zone_20,2024-01-29,3,2,7.23
Zone_21,2024-01-29,1,0,37.45
Zone_22,2024-01-29,4,0,43.317499999999995
Zone_23,2024-01-29,3,0,37.39
Zone_24,2024-01-29,1,0,16.33
Zone_23,2024-01-30,1,0,48.54
Zone_24,2024-01-30,3,0,28.356666666666666
Zone_25,2024-01-30,6,0,42.07666666666666
Zone_36,2024-01-30,1,0,30.32
Zone_37,2024-01-30,3,0,38.32333333333333
Zone_38,2024-01-30,3,0,33.70666666666666
Zone_9,2024-01-30,4,0,46.51
Zone_10,2024-01-30,3,1,35.43333333333333
Zone_11,2024-01-30,3,0,46.519999999999996
Zone_28,2024-01-30,2,0,30.55
Zone_29,2024-01-30,1,0,51.69
Zone_30,2024-01-30,1,0,52.85
Zone_7,2024-01-30,2,0,33.08
Zone_8,2024-01-30,1,0,17.88
Zone_12,2024-01-30,2,0,30.77
Zone_13,2024-01-30,3,1,22.403333333333332
Zone_15,2024-01-30,4,2,21.677500000000002
Zone_16,2024-01-30,5,0,29.348000000000003
Zone_17,2024-01-30,5,0,47.07600000000001
Zone_31,2024-01-30,3,1,28.563333333333333
Zone_32,2024-01-30,2,0,38.735
Zone_20,2024-01-30,4,1,20.540000000000003
Zone_21,2024-01-30,3,0,44.69
Zone_22,2024-01-30,5,0,31.554000000000006
Zone_33,2024-01-30,4,0,37.2975
Zone_34,2024-01-30,2,0,13.83
Zone_35,2024-01-30,5,0,35.312
Zone_39,2024-01-30,8,1,30.01125
Zone_40,2024-01-30,4,0,38.435
Zone_26,2024-01-30,3,0,26.610000000000003
Zone_27,2024-01-30,1,0,21.81
Zone_18,2024-01-30,6,0,41.07166666666667
Zone_19,2024-01-30,6,0,31.891666666666666
Zone_1,2024-01-30,2,0,57.285
Zone_2,2024-01-30,2,0,20.93
Zone_3,2024-01-30,6,1,31.775
Zone_4,2024-01-30,2,0,35.245
Zone_6,2024-01-30,3,0,44.00333333333333
Zone_3,2024-01-31,1,0,13.8
Zone_4,2024-01-31,3,1,20.56666666666667
Zone_5,2024-01-31,4,0,37.795
Zone_14,2024-01-31,4,1,28.925
Zone_15,2024-01-31,5,1,30.773999999999997
Zone_17,2024-01-31,2,0,15.620000000000001
Zone_10,2024-01-31,1,0,32.03
Zone_11,2024-01-31,3,0,35.91
Zone_23,2024-01-31,5,1,17.946
Zone_24,2024-01-31,6,1,34.236666666666665
Zone_25,2024-01-31,2,0,30.5
Zone_36,2024-01-31,6,1,19.16166666666667
Zone_37,2024-01-31,4,0,41.99
Zone_12,2024-01-31,1,1,0.0
Zone_13,2024-01-31,1,1,0.0
Zone_28,2024-01-31,2,0,20.075000000000003
Zone_29,2024-01-31,5,1,35.236000000000004
Zone_30,2024-01-31,4,0,42.42
Zone_6,2024-01-31,1,0,35.87
Zone_7,2024-01-31,3,1,21.31666666666667
Zone_8,2024-01-31,5,0,34.324
Zone_9,2024-01-31,3,0,26.733333333333334
Zone_1,2024-01-31,3,0,34.25333333333333
Zone_2,2024-01-31,3,0,43.51
Zone_33,2024-01-31,4,1,27.4125
Zone_34,2024-01-31,4,2,9.715
Zone_35,2024-01-31,5,0,28.27
Zone_31,2024-01-31,7,1,36.85714285714286
Zone_32,2024-01-31,2,0,47.58
Zone_20,2024-01-31,2,0,56.045
Zone_21,2024-01-31,3,0,25.299999999999997
Zone_18,2024-01-31,5,0,34.024
Zone_19,2024-01-31,5,0,41.606
Zone_38,2024-01-31,2,0,28.77
Zone_39,2024-01-31,5,1,34.017999999999994
Zone_40,2024-01-31,2,1,20.65
Zone_26,2024-01-31,3,0,30.686666666666667
Zone_27,2024-01-31,5,0,23.948
Zone_27,2024-02-01,3,1,24.823333333333334
Zone_28,2024-02-01,2,0,39.035
Zone_30,2024-02-01,3,0,42.55666666666667
Zone_10,2024-02-01,3,0,40.68
Zone_11,2024-02-01,6,0,27.906666666666666
Zone_4,2024-02-01,1,0,40.78
Zone_5,2024-02-01,3,0,31.243333333333332
Zone_14,2024-02-01,3,0,27.903333333333336
Zone_15,2024-02-01,3,0,32.46333333333333
Zone_16,2024-02-01,1,0,14.64
Zone_12,2024-02-01,2,0,49.894999999999996
Zone_13,2024-02-01,2,0,46.629999999999995
Zone_22,2024-02-01,4,0,42.34
Zone_23,2024-02-01,3,0,36.093333333333334
Zone_24,2024-02-01,2,0,40.81
Zone_25,2024-02-01,5,0,41.58
Zone_36,2024-02-01,4,0,28.564999999999998
Zone_37,2024-02-01,5,1,17.503999999999998
Zone_38,2024-02-01,2,0,39.61
Zone_39,2024-02-01,2,0,50.42
Zone_40,2024-02-01,1,0,20.51
Zone_34,2024-02-01,5,0,29.886
Zone_35,2024-02-01,2,0,28.819999999999997
Zone_6,2024-02-01,1,0,22.99
Zone_7,2024-02-01,3,1,15.796666666666667
Zone_8,2024-02-01,2,0,45.894999999999996
Zone_1,2024-02-01,3,0,36.60666666666667
Zone_2,2024-02-01,2,0,30.905
Zone_17,2024-02-01,5,0,25.204
Zone_18,2024-02-01,4,1,18.4375
Zone_31,2024-02-01,7,3,20.35857142857143
Zone_32,2024-02-01,2,0,16.935000000000002
Zone_33,2024-02-01,5,2,32.23800000000001
Zone_20,2024-02-01,5,1,29.362000000000002
Zone_21,2024-02-01,6,1,27.203333333333333
Zone_20,2024-02-02,5,0,27.66
Zone_21,2024-02-02,5,0,26.450000000000003
Zone_22,2024-02-02,2,2,0.0
Zone_23,2024-02-02,4,0,14.94
Zone_24,2024-02-02,2,0,28.310000000000002
Zone_10,2024-02-02,2,1,27.175
Zone_11,2024-02-02,1,0,25.35
Zone_25,2024-02-02,6,1,31.31833333333333
Zone_26,2024-02-02,5,0,33.068
Zone_27,2024-02-02,6,0,31.07166666666667
Zone_28,2024-02-02,1,0,10.39
Zone_29,2024-02-02,2,1,22.8
Zone_12,2024-02-02,2,0,22.195
Zone_4,2024-02-02,3,1,11.459999999999999
Zone_5,2024-02-02,5,2,20.716
Zone_14,2024-02-02,1,0,36.87
Zone_15,2024-02-02,7,2,26.82
Zone_16,2024-02-02,7,1,24.91
Zone_30,2024-02-02,1,0,26.56
Zone_31,2024-02-02,6,0,31.721666666666668
